id,{,},CreaVentana,(,",",num,),;,CreaLabel,CreaBoton,CreaTextbox,CreaEvento,Main,if,else,repeat,until,:=,while,switch,case,break,default,for,=,:,CierraVentana,LeeTextBox,Loop,ImprimeTextBox,Concat,Mbox,==,>,<,>=,<=,!=,+,-,int,float,string,vent,textBox,label,boton,^,*,/,$,programa',programa,estructura,def,def-func,def-vent,def-ctrl,crea-control,def-evnt,def-main,secuencia-sent,sentencia,sent-if,sent-repeat,sent-assign,sent-while,sent-switch,secuencia-case,sentencia-case,sentencia-default,sent-for,sent-func,sent-declara,identificadores,exp,op-comparacion,exp-simple,opsuma,tipo,term,potencia,opmult,factor,const,variable
 , , , , ,s148, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r46, ,r46,r46, , , , , ,r46,r46,r46,r46, ,r46, ,r46, , ,r46,r46, , , ,r46, , ,r46,r46,r46,r46,r46,r46, , , , , , , , ,r46,r46,r46,r46,r46,r46,r46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,s153, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s160, , , ,s158, ,s159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,154, , ,155,156, ,157, , 
s88, , , ,s86, ,s87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,161,84, ,85, , 
r51, , , ,r51, ,r51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r52, , , ,r52, ,r52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r53, , , ,r53, ,r53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r54, , , ,r54, ,r54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r55, , , ,r55, ,r55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r56, , , ,r56, ,r56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r59, , , ,r59, ,r59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r60, , , ,r60, ,r60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s88, , , ,s86, ,s87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,162, ,85, , 
r72, , , ,r72, ,r72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r73, , , ,r73, ,r73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s88, , , ,s86, ,s87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,163, , 
 , , , , , , ,s164, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,s165, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r31, ,r31,r31, , , , , ,r31,r31,r31,r31, ,r31, ,r31, , ,r31,r31, , , ,r31, , ,r31,r31,r31,r31,r31,r31, , , , , , , , ,r31,r31,r31,r31,r31,r31,r31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s172, , , ,s170, ,s171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,166, , ,167,168, ,169, , 
s97, , , ,s95, ,s96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,173,93, ,94, , 
s97, , , ,s95, ,s96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,174, ,94, , 
s97, , , ,s95, ,s96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,175, , 
 , , , , , , ,s176, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r39, ,r39,r39, , , , , ,r39,r39,r39,r39, ,r39, ,r39, , ,r39,r39, , , ,r39, , ,r39,r39,r39,r39,r39,r39, , , , , , , , ,r39,r39,r39,r39,r39,r39,r39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,s177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,s178, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s181, , , , , ,s180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,179, 
 , , , , , , , ,s182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s183, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s185, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s186, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s187, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s189, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, , ,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, ,193,24,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , , , ,r49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s124,s125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,194, , , , , , , 
 , , , , , , ,r58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r58,r58, , , , , , , , ,s127,s128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , 
 , , , , , , ,r69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r69,r69, , , , , , , ,s196,r69,r69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r71,r71, , , , , , , ,r71,r71,r71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s88, , , ,s86, ,s87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,197, ,82, , ,83,84, ,85, , 
 , , , , , , ,r75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r75,r75, , , , , , , ,r75,r75,r75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r76,r76, , , , , , , ,r76,r76,r76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r57, , , , , , , , , , , , , , , , , , , , , , , , , ,r57,r57,r57,r57,r57,r57,r57,r57, , , , , , , , ,s127,s128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,126, , , 
 , , , , , , ,r68, , , , , , , , , , , , , , , , , , , , , , , , , ,r68,r68,r68,r68,r68,r68,r68,r68, , , , , , , ,s129,r68,r68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r70, , , , , , , , , , , , , , , , , , , , , , , , , ,r70,r70,r70,r70,r70,r70,r70,r70, , , , , , , ,r70,r70,r70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r74, , , , , , , , , , , , , , , , , , , , , , , , , ,r74,r74,r74,r74,r74,r74,r74,r74, , , , , , , ,r74,r74,r74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,s198, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s124,s125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,199, , , , , , , 
 , , , , , , , ,r58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r58,r58, , , , , , , , ,s127,s128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,200, , , 
 , , , , , , , ,r69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r69,r69, , , , , , , ,s201,r69,r69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r71,r71, , , , , , , ,r71,r71,r71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s88, , , ,s86, ,s87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,202, ,82, , ,83,84, ,85, , 
 , , , , , , , ,r75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r75,r75, , , , , , , ,r75,r75,r75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r76,r76, , , , , , , ,r76,r76,r76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r57, , , , , , , , , , , , , , , , , , , , , , , , ,r57,r57,r57,r57,r57,r57,r57,r57, , , , , , , , ,s127,s128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,135, , , 
 , , , , , , , ,r68, , , , , , , , , , , , , , , , , , , , , , , , ,r68,r68,r68,r68,r68,r68,r68,r68, , , , , , , ,s136,r68,r68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r70, , , , , , , , , , , , , , , , , , , , , , , , ,r70,r70,r70,r70,r70,r70,r70,r70, , , , , , , ,r70,r70,r70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r74, , , , , , , , , , , , , , , , , , , , , , , , ,r74,r74,r74,r74,r74,r74,r74,r74, , , , , , , ,r74,r74,r74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, , ,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, ,203,24,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,s206, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,204,205, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,s207, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,r77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,r78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r40, ,r40,r40, , , , , ,r40,r40,r40,r40, ,r40, ,r40, , ,r40,r40, , , ,r40, , ,r40,r40,r40,r40,r40,r40, , , , , , , , ,r40,r40,r40,r40,r40,r40,r40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r42, ,r42,r42, , , , , ,r42,r42,r42,r42, ,r42, ,r42, , ,r42,r42, , , ,r42, , ,r42,r42,r42,r42,r42,r42, , , , , , , , ,r42,r42,r42,r42,r42,r42,r42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s209, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r45, ,r45,r45, , , , , ,r45,r45,r45,r45, ,r45, ,r45, , ,r45,r45, , , ,r45, , ,r45,r45,r45,r45,r45,r45, , , , , , , , ,r45,r45,r45,r45,r45,r45,r45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s213, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s214, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s215, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, ,s216,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, , ,59,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
s160, , , ,s158, ,s159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,217,156, ,157, , 
s160, , , ,s158, ,s159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,218, ,157, , 
s160, , , ,s158, ,s159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,219, , 
 , , , , , , ,s220, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s88, , , ,s86, ,s87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,221, ,82, , ,83,84, ,85, , 
s172, , , ,s170, ,s171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,222,168, ,169, , 
s172, , , ,s170, ,s171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,223, ,169, , 
s172, , , ,s170, ,s171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,224, , 
 , , , , , , ,s225, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s38, ,s226,s48, , , , , ,s50,s53,s54,s51, ,s36, ,s37, , ,s39,s40, , , ,s41, , ,s42,s43,s44,s45,s46,s47, , , , , , , , ,s9,s10,s11,s12,s13,s14,s15, , , , , , , , , ,32,33,49,34, , ,59,25,26,27,28,29, , , ,30,31,35, , , , , ,52, , , , , , 
 , ,s227, , , , , , , , , , , , , , , , , , ,s206, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,228, , , , , , , , , , , , , , , , 
 , ,r35, , , , , , , , , , , , , , , , , , ,r35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s231, , , , , ,s230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,229, 
s234, , , , , ,s233, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,232, 
 , , , , , , , ,s235, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s236, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s238, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s239, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,s240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s241, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,s242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r28, ,r28,r28, , , , , ,r28,r28,r28,r28, ,r28,s243,r28, , ,r28,r28, , , ,r28, , ,r28,r28,r28,r28,r28,r28, , , , , , , , ,r28,r28,r28,r28,r28,r28,r28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r57,r57, , , , , , , , ,s127,s128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,195, , , 
 , , , , , , ,r68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r68,r68, , , , , , , ,s196,r68,r68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r70,r70, , , , , , , ,r70,r70,r70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,r74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r74,r74, , , , , , , ,r74,r74,r74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,s244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r57,r57, , , , , , , , ,s127,s128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,200, , , 
 , , , , , , , ,r68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r68,r68, , , , , , , ,s201,r68,r68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r70,r70, , , , , , , ,r70,r70,r70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , ,r74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r74,r74, , , , , , , ,r74,r74,r74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r32, ,r32,r32, , , , , ,r32,r32,r32,r32, ,r32, ,r32, , ,r32,r32, , , ,r32, , ,r32,r32,r32,r32,r32,r32, , , , , , , , ,r32,r32,r32,r32,r32,r32,r32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r33, ,r33,r33, , , , , ,r33,r33,r33,r33, ,r33, ,r33, , ,r33,r33, , , ,r33, , ,r33,r33,r33,r33,r33,r33, , , , , , , , ,r33,r33,r33,r33,r33,r33,r33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,r34, , , , , , , , , , , , , , , , , , ,r34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,s245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,r77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,r78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,r77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,r78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r41, ,r41,r41, , , , , ,r41,r41,r41,r41, ,r41, ,r41, , ,r41,r41, , , ,r41, , ,r41,r41,r41,r41,r41,r41, , , , , , , , ,r41,r41,r41,r41,r41,r41,r41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r43, ,r43,r43, , , , , ,r43,r43,r43,r43, ,r43, ,r43, , ,r43,r43, , , ,r43, , ,r43,r43,r43,r43,r43,r43, , , , , , , , ,r43,r43,r43,r43,r43,r43,r43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
r44, ,r44,r44, , , , , ,r44,r44,r44,r44, ,r44, ,r44, , ,r44,r44, , , ,r44, , ,r44,r44,r44,r44,r44,r44, , , , , , , , ,r44,r44,r44,r44,r44,r44,r44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s247, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,s248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
